Nom du monstre;Rôle;Rôle secondaire;Meneur;Niveau;Source;Catégorie;exp;Race;Origine;Mot-clé (humanoïde, élémentaire, féerique…);Lieux de prédilection
Chevalier concordant;Soldat;Normal;;10;Encyclopédie des Royaumes Oubliés;Ordre de la Flamme Bleue;500;Humanoïde;Naturelle;Humain, Stigmatisé;
Gardien du savoir concordant;Artilleur;Normal;;11;Encyclopédie des Royaumes Oubliés;Ordre de la Flamme Bleue;600;Humanoïde;Naturelle;Humain, Stigmatisé;
Capitaine Shil Yargo;Franc-tireur;Élite;;11;Encyclopédie des Royaumes Oubliés;Les cinq compagnies;1200;Humanoïde;Naturelle;Halfelin;
Naramus;Franc-tireur;Élite;Oui;11;Encyclopédie des Royaumes Oubliés;Nétherisse;1200;Humanoïde;Ombreuse;;
Supérieur concordant;Franc-tireur;Normal;Oui;11;Encyclopédie des Royaumes Oubliés;Ordre de la Flamme Bleue;600;Humanoïde;Naturelle;Humain, Stigmatisé;
Sharn;Artilleur;Solo;;12;Encyclopédie des Royaumes Oubliés;Ordre de la Flamme Bleue;3500;Créature magique;Aberrante;;
Dracoliche entravée;Contrôleur;Solo;;12;Encyclopédie des Royaumes Oubliés;Dracoliche;3500;Créature magique;Naturelle;Dragon, Mort-vivant;
Draegloth;Brute;Élite;;13;Encyclopédie des Royaumes Oubliés;Drow;1600;Humanoïde;Élémentaire;Démon;
Luthvaerynn;Artilleur;Élite;;15;Encyclopédie des Royaumes Oubliés;Malaugrym;2400;Créature magique;Aberrante;Métamorphe;
Chevalier sorcier défenseur (humain);Soldat;Élite;Oui;15;Encyclopédie des Royaumes Oubliés;Chevaliers sorciers de Vaasie;2400;Humanoïde;Naturelle;;
Heaume sinistre;Soldat;Normal;;15;Encyclopédie des Royaumes Oubliés;Éminence d'Araunt;1200;Humanoïde;Ombreuse;Mort-vivant;
Chevalier sorcier éminent (humain);Artilleur;Élite;;16;Encyclopédie des Royaumes Oubliés;Chevaliers sorciers de Vaasie;2800;Humanoïde;Naturelle;;
Élue draegloth;Contrôleur;Élite;;16;Encyclopédie des Royaumes Oubliés;Drow;2800;Humanoïde;Élémentaire;Démon;
Arathluth;Franc-tireur;Élite;;16;Encyclopédie des Royaumes Oubliés;Malaugrym;2800;Créature magique;Aberrante;Métamorphe;
Septain funeste;Franc-tireur;Normal;;16;Encyclopédie des Royaumes Oubliés;Éminence d'Araunt;1400;Humanoïde;Ombreuse;Mort-vivant;
Avatar ferdamné;Soldat;Normal;;16;Encyclopédie des Royaumes Oubliés;Chevaliers sorciers de Vaasie;2800;Animé;Élémentaire;Créature artificielle;
Naga de Baine;Contrôleur;Solo;;18;Encyclopédie des Royaumes Oubliés;Baine;10000;Créature magique;Immortelle;Reptile;
Thaalud;Soldat;Élite;;20;Encyclopédie des Royaumes Oubliés;Nétherisse;5600;Animé;Naturelle;Créature artificielle;
Jarlaxe Baenre;Franc-tireur;Élite;;21;Encyclopédie des Royaumes Oubliés;Drow;6400;Humanoïde;Féérique;;
Sath'fiss'ith le Tisseur des Cieux;Contrôleur;Élite;;25;Encyclopédie des Royaumes Oubliés;Yuan-ti;14000;Humanoïde;Naturelle;Reptile;
Crochegul;Soldat;Normal;;25;Encyclopédie des Royaumes Oubliés;Rorn;7000;Bête;Naturelle;Reptile;
Haraevor;Chasseur;Élite;;26;Encyclopédie des Royaumes Oubliés;Rorn;18000;Bête;Naturelle;Reptile;
Mordrin;Brute;Élite;;28;Encyclopédie des Royaumes Oubliés;Rorn;26000;Humanoïde;Élémentaire;Géant, Terre;
Fzoul Chembryl;Contrôleur;Élite;Oui;28;Encyclopédie des Royaumes Oubliés;Baine;26000;Humanoïde;Immortelle;;
Manshoon;Contrôleur;Élite;;28;Encyclopédie des Royaumes Oubliés;Zhentarim;26000;Humanoïde;Naturelle;Mort-vivant;
Tourment tentaculaire;Contrôleur;Normal;;29;Encyclopédie des Royaumes Oubliés;Rorn;15000;Créature magique;Aberrante;;
Szass Tam;Artilleur;Élite;Oui;30;Encyclopédie des Royaumes Oubliés;Thayen;38000;Humanoïde;Naturelle;Mort-vivant;
Terpenzi;Contrôleur;Solo;;30;Encyclopédie des Royaumes Oubliés;Naga;95000;Créature magique;Immortelle;Mort-vivant;
Rorn la fureur ardente;Brute;solo;;33;Encyclopédie des Royaumes Oubliés;Rorn;155000;Humanoïde;Élémentaire;Feu, Terre;
Lamelin perforant;Soldat;Normal;;6;Manuel des Plans;Lamelin;250;Humanoïde;Naturelle;;
Canoloth;Soldat;Normal;;7;Manuel des Plans;Démon;300;Bête;Élémentaire;Démon;
Lamelin tranchant;Artilleur;Normal;;8;Manuel des Plans;Lamelin;350;Humanoïde;Naturelle;;
Diable dolorifique;Soldat;Normal;;8;Manuel des Plans;Diable;350;Humanoïde;Immortelle;Diable;
Marteleur korred;Soldat;Normal;;8;Manuel des Plans;Korred;350;Humanoïde;Féérique;;
Chorégraphe korred;Contrôleur;Normal;Oui;10;Manuel des Plans;Korred;500;Humanoïde;Féérique;;
Mage de fer lamelin;Contrôleur;Élite;;10;Manuel des Plans;Lamelin;1000;Humanoïde;Naturelle;;
Diable dolorifique capitaine;Contrôleur;Normal;Oui;11;Manuel des Plans;Diable;600;Humanoïde;Immortelle;Diable;
Démon d'ombre;Chasseur;Élite;;12;Manuel des Plans;Démon;1400;Humanoïde;Élémentaire;Démon;
dévastateur canoloth;Brute;Sbire;;13;Manuel des Plans;Démon;200;Bête;Élémentaire;Démon;
Chasme;Franc-tireur;Normal;;14;Manuel des Plans;Démon;1000;Créature magique;Élémentaire;Démon;
Solamithe;Artilleur;Normal;;15;Manuel des Plans;Démon;1200;Humanoïde;Élémentaire;Démon;
Sombre acolyte de Graz'zt (humain);Artilleur;Sbire;;15;Manuel des Plans;Graz'zt;300;Humanoïde;Naturelle;;
Exécuteur à six doigts (humain);Chasseur;Normal;;15;Manuel des Plans;Graz'zt;1200;Humanoïde;Naturelle;;
Archon d'air embusqué;Chasseur;Normal;;16;Manuel des Plans;Archon;1400;Humanoïde;Élémentaire;Air;
Lame hurleuse (humain);Franc-tireur;Normal;Oui;16;Manuel des Plans;Baphomet;1400;Humanoïde;Naturelle;;
Gardien;Chasseur;Normal;;17;Manuel des Plans;Gardien;1600;Humanoïde;Ombreuse;Métamorphe;
Archon d'air tempétueux;Franc-tireur;Normal;;18;Manuel des Plans;Archon;2000;Humanoïde;Élémentaire;Air;
Diable barbelé;Franc-tireur;Normal;;18;Manuel des Plans;Diable;2000;Humanoïde;Naturelle;Diable;
Diable barbelé exécuteur;Soldat;Normal;;18;Manuel des Plans;Diable;2000;Humanoïde;Immortelle;Diable;
Observateur raavasta;Chasseur;Normal;;19;Manuel des Plans;Raavasta;2400;Humanoïde;Élémentaire;Métamorphe;
Aspect de Dispater;Contrôleur;Élite;Oui;20;Manuel des Plans;Dispater;5600;Humanoïde;Immortelle;Diable;
Élu de Graz'zt (lamie);Contrôleur;Élite;;22;Manuel des Plans;Graz'zt;8300;Créature magique;Féérique;Métamorphe, Lamie;
Diable orageux;Artilleur;Normal;;23;Manuel des Plans;Diable;5100;Humanoïde;Immortelle;Diable;
Intrigant raavasta;Contrôleur;Élite;;23;Manuel des Plans;Raavasta;10200;Humanoïde;Élémentaire;Métamorphe;
Cuirassier astral;Brute;Solo;;24;Manuel des Plans;Cuirassier astral;30250;Créature magique;Immortelle;;
Aspect de Graz'zt;Franc-tireur;Élite;;24;Manuel des Plans;Graz'zt;12100;Humanoïde;Élémentaire;Démon;
Baphomet;Brute;Solo;;28;Manuel des Plans;Baphomet;65000;Humanoïde;Élémentaire;Démon;
Dispater;Contrôleur;Solo;Oui;28;Manuel des Plans;Dispater;65000;Humanoïde;Immortelle;Diable;
Diable cuivré;Soldat;Normal;;28;Manuel des Plans;Diable;13000;Humanoïde;Immortelle;Diable;
Graz'zt;Contrôleur;Solo;;32;Manuel des Plans;Graz'zt;135000;Humanoïde;Élémentaire;Démon;
Diable enflammé;Franc-tireur;Sbire;;4;Mer Astrale;Diable;44;Humanoïde;Immortelle;Diable;
Diable à piquants ravageur;Franc-tireur;Normal;;12;Mer Astrale;Diable;700;Humanoïde;Immortelle;Diable;
Vagabond du lointain githyanki;Franc-tireur;Normal;;13;Mer Astrale;Githyanki;800;Humanoïde;Naturelle;;
Guerrier de Baine;Soldat;Normal;;13;Mer Astrale;Baine;800;Humanoïde;Immortelle;;
Ghustil githyanki;Chasseur;Normal;Oui;14;Mer Astrale;Githyanki;1000;Humanoïde;Naturelle;;
Prêtre de guerre de Baine;Contrôleur;Normal;Oui;14;Mer Astrale;Baine;1000;Humanoïde;Immortelle;;
Tissenoir githyanki;Contrôleur;Normal;;14;Mer Astrale;Githyanki;1000;Humanoïde;Naturelle;;
Diable enflammé clairfeu;Franc-tireur;Sbire;;14;Mer Astrale;Diable;250;Humanoïde;Immortelle;Diable;
Inquisiteur ch'r'ai;Chasseur;Normal;;15;Mer Astrale;Githyanki;1200;Humanoïde;Naturelle;;
Fanatique quom;Soldat;Normal;;15;Mer Astrale;Quom;1200;Humanoïde;Immortelle;;
Maraudeur gul'othran;Brute;Normal;;16;Mer Astrale;Githyanki;1400;Humanoïde;Naturelle;;
Osyrimon;Brute;Élite;;16;Mer Astrale;Githyanki;2800;Humanoïde;Naturelle;;
Baelzra, princesse enchaînée;Contrôleur;Élite;;16;Mer Astrale;Diable;2800;Humanoïde;Immortelle;Diable;
chevaucheur de dragon tu'narathi;Soldat;Normal;;16;Mer Astrale;Githyanki;1400;Humanoïde;Naturelle;;
Diable gardien;Soldat;Normal;;16;Mer Astrale;Diable;1400;Humanoïde;Immortelle;Diable;
Pillard dragon gul'othran;Artilleur;Normal;;17;Mer Astrale;Githyanki;1600;Humanoïde;Naturelle;;
Exécuteur quom;Brute;Normal;;17;Mer Astrale;Quom;1600;Humanoïde;Immortelle;;
Pyroclaste githyanki;Contrôleur;Normal;;17;Mer Astrale;Githyanki;1600;Humanoïde;Naturelle;;
Chasseur d'épées githyanki;Soldat;Normal;;17;Mer Astrale;Githyanki;1600;Humanoïde;Naturelle;;
Mastodonte de la Main Noire;Brute;Normal;;18;Mer Astrale;Baine;2000;Humanoïde;Immortelle;;
Diable implanté;Chasseur;Normal;;18;Mer Astrale;Diable;2000;Humanoïde;Immortelle;Diable;
Harponneur quom;Artilleur;Normal;;19;Mer Astrale;Quom;2400;Humanoïde;Immortelle;;
Javelinier ardent géant astral;Artilleur;Normal;Oui;19;Mer Astrale;Géant;2400;Humanoïde;Immortelle;Géant;
Duthka'gith;Brute;Normal;;19;Mer Astrale;Githyanki;2400;Humanoïde;Naturelle;;
Rempart de fer de Baine;Soldat;Normal;;19;Mer Astrale;Baine;2400;Humanoïde;Immortelle;;
Mage des fragments durud;Contrôleur;Élite;;20;Mer Astrale;Quom;5600;Humanoïde;Immortelle;;
Guérisseur durud;Contrôleur;Normal;;21;Mer Astrale;Quom;3200;Humanoïde;Immortelle;;
Vlaakith;Contrôleur;solo;;21;Mer Astrale;Githyanki;16000;Humanoïde;Naturelle;Mort-vivant;
Tête brûlée quom;Franc-tireur;Sbire;Oui;21;Mer Astrale;Quom;800;Humanoïde;Immortelle;;
Voracia;Franc-tireur;Élite;;22;Mer Astrale;Abomination;8300;Créature magique;Élémentaire;;
Bahgtru (orque);Brute;Élite;;23;Mer Astrale;Gruumsh;10200;Humanoïde;Immortelle;;
Tueur durud;Chasseur;Normal;;23;Mer Astrale;Quom;5100;Humanoïde;Immortelle;;
Malédiction;Contrôleur;Normal;;23;Mer Astrale;Abomination;5100;Créature magique;Élémentaire;Mort-vivant;
Batailleur orque légionnaire;Soldat;Sbire;;23;Mer Astrale;Gruumsh;1275;Humanoïde;Immortelle;;
Mutilateur batailleur ogre;Brute;Normal;;24;Mer Astrale;Gruumsh;6050;Humanoïde;Immortelle;;
Diable enflammé sombrefeu;Franc-tireur;Sbire;;24;Mer Astrale;Diable;1513;Humanoïde;Immortelle;Diable;
Annuleur minéant;Soldat;Normal;;24;Mer Astrale;Abomination;6050;Humanoïde;Immortelle;;
Annuleur nexus du néant;Brute;Normal;Oui;25;Mer Astrale;Abomination;7000;Humanoïde;Immortelle;;
Vaprak (troll);Franc-tireur;Élite;;25;Mer Astrale;Gruumsh;14000;Humanoïde;Immortelle;;
Diable pillard;Soldat;Normal;;25;Mer Astrale;Diable;7000;Créature magique;Immortelle;Diable;
Sage du sang batailleur orque;Artilleur;Sbire;;26;Mer Astrale;Gruumsh;2250;Humanoïde;Immortelle;;
Protecteur batailleur troll de guerre;Soldat;Normal;;26;Mer Astrale;Gruumsh;9000;Humanoïde;Immortelle;;
Déchiqueteur astral;Contrôleur;Normal;;27;Mer Astrale;Abomination;11000;Créature magique;Immortelle;Aveugle, Vase;
Luthic (orque);Contrôleur;Élite;Oui;27;Mer Astrale;Gruumsh;22000;Humanoïde;Immortelle;;
Hécatonchire;Soldat;Élite;;29;Mer Astrale;Abomination;30000;Animé;Immortelle;Créature artificielle;
Spore gazeuse myconide;Franc-tireur;Sbire;;4;Outreterre;Myconide;44;Bête;Féérique;Plante;
Nuée de colonie myconide;Artilleur;Normal;;5;Outreterre;Myconide;200;Bête;Féérique;Nuée, Plante;
Putricogneur myconide;Brute;Normal;;5;Outreterre;Myconide;200;Humanoïde;Ombreuse;Plante;
Nécromant rampant obscur;Franc-tireur;Élite;;5;Outreterre;Obscur;400;Humanoïde;Ombreuse;;
Berserker quaggoth;Brute;Normal;;9;Outreterre;Quaggoth;400;Humanoïde;Naturelle;;
Sauvage troglodyte;Franc-tireur;Normal;;9;Outreterre;Troglodyte;400;Humanoïde;Naturelle;Reptile;
Garde-chiourne kuo-toa;Artilleur;Sbire;;11;Outreterre;Kuo-toa;150;Humanoïde;Naturelle;Aquatique;
Shaman quaggoth;Contrôleur;Normal;Oui;11;Outreterre;Quaggoth;600;Humanoïde;Naturelle;;
Vase sanglante;Contrôleur;Solo;;11;Outreterre;Vase;3000;Bête;Immortelle;Aveugle, Vase;
Sectateur de l'œil élémentaire (drow);Soldat;Sbire;;11;Outreterre;Œil élémentaire;150;Humanoïde;Féérique;;
Piquier démoniaque kuo-toa;Brute;Normal;;12;Outreterre;Kuo-toa;700;Humanoïde;Naturelle;Aquatique;
Marmonneur kuo-toa;Chasseur;Élite;Oui;13;Outreterre;Kuo-toa;1600;Humanoïde;Naturelle;Aquatique;
Gnome marchepierre;Franc-tireur;Normal;;13;Outreterre;Gnome;800;Humanoïde;Féérique;;
Caravanier gnome;Soldat;Normal;;13;Outreterre;Gnome;800;Humanoïde;Féérique;;
Rejeton de la souffrance armuré;Soldat;Normal;;13;Outreterre;Rejeton de la souffrance;800;Humanoïde;Immortelle;;
Sombrefiélon porte-crocs;Chasseur;Normal;;14;Outreterre;Porte-crocs;1000;Bête;Naturelle;;
Gnome rochelier;Contrôleur;Normal;;14;Outreterre;Gnome;1000;Humanoïde;Féérique;;
Prêtre de l'œil élémentaire (drow);Contrôleur;Normal;;14;Outreterre;Œil élémentaire;1000;Humanoïde;Féérique;;
Garde du corps torve;Soldat;Normal;;14;Outreterre;Torve;1000;Humanoïde;Naturelle;Aveugle;
Léviathan kuo-toa;Brute;Élite;;15;Outreterre;Kuo-toa;2400;Humanoïde;Naturelle;Aquatique;
Convocateur sombre torve;Contrôleur;Normal;;15;Outreterre;Torve;1200;Humanoïde;Naturelle;Aveugle;
Rejeton disloqué de la souffrance;Contrôleur;Sbire;;15;Outreterre;Rejeton de la souffrance;300;Humanoïde;Immortelle;;
Exégète imprécateur;Artilleur;Normal;;16;Outreterre;Exégète;1400;Humanoïde;Ombreuse;;
Mastodonte torve;Brute;Normal;;16;Outreterre;Torve;1400;Humanoïde;Naturelle;Aveugle;
Exégète meurtrier;Chasseur;Normal;;16;Outreterre;Exégète;1400;Humanoïde;Ombreuse;;
Naga osseux exégète;Contrôleur;Élite;;16;Outreterre;Exégète;2800;Créature magique;Immortelle;Mort-vivant;
Rejeton déchiqueté de la souffrance;Contrôleur;Normal;;16;Outreterre;Rejeton de la souffrance;1400;Humanoïde;Immortelle;;
Exégète gardien;Soldat;Normal;Oui;17;Outreterre;Exégète;1600;Humanoïde;Ombreuse;;
Brute torve;Brute;Sbire;;18;Outreterre;Torve;500;Humanoïde;Naturelle;Aveugle;
Le rampant;Brute;Élite;;18;Outreterre;Torog;4000;Humanoïde;Immortelle;;
Exégète inquisiteur;Contrôleur;Normal;;18;Outreterre;Exégète;2000;Humanoïde;Ombreuse;;
Tourmenteur flagelleur mental;Artilleur;Normal;;20;Outreterre;Flagelleur mental;2800;Humanoïde;Aberrante;;
Faucheur ailé trancheur;Chasseur;Normal;;23;Outreterre;Faucheur ailé;5100;Humanoïde;Aberrante;;
Rejeton écorché de la souffrance;Contrôleur;Normal;;25;Outreterre;Rejeton de la souffrance;7000;Humanoïde;Immortelle;;
Rejeton disloqué de la souffrance gardien;Contrôleur;Sbire;;28;Outreterre;Rejeton de la souffrance;3250;Humanoïde;Immortelle;;
Faucheur ailé découpeur;Franc-tireur;Sbire;;28;Outreterre;Faucheur ailé;3250;Humanoïde;Aberrante;;
Torog;Chasseur;Solo;;34;Outreterre;Torog;195000;Humanoïde;Immortelle;;
Nuée rampante de sang;Franc-tireur;Sbire;;34;Outreterre;Torog;9750;Bête;Immortelle;Nuée;
