name;description;alteration;property;power;special;source;rarity;critical;implement_group;location;weapon_groups;armor_categories;object_levels
Arme intrépide;Certains guerriers prisent davantage la force que la précision: cette arme est faite pour eux.;jets d'attaque et jets de dégâts;"";À volonté: action libre. Utilisez ce pouvoir avant d’effectuer une attaque de corps à corps contre une cible adjacente. Vous bénéficiez au jet de dégâts d'un bonus de pouvoir égal au double du bonus d'altération de l'arme. Vous subissez un malus de -2 à la CA jusqu'à la fin de votre tour de jeu suivant.;Arme de corps à corps sauf armes à allonge;Le Comptoir de l'Aventure 1;uncommon;+1d8 dégâts par points de bonus d'altération;"";Arme;Armes d'hast, Bâtons, Fléaux, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";3, 8, 13, 18, 23, 28
Arme ki;Cette arme semble ne faire qu'un avec votre corps, ce qui vous permet d'infliger davantage de dégâts quand vous frappez plusieurs fois d'affilée.;jets d'attaque et jets de dégâts;Une fois par tour de jeu, lorsque vous utilisez votre pouvoir de déluge de coups, il inflige 2 dégâts supplémentaires aux cibles.;"";"";Manuel des Joueurs 3;common;+1d8 dégâts par point de bonus d'altération;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";3, 8, 13, 18, 23, 28
Arme lance-éclair;Cette arme charge ses munitions d'électricité et peut produire un éclair jaillissant de cible en cible.;jets d'attaque et jets de dégâts;"";À volonté ♦ électricité: action libre. Tous les dégâts infligés par cette arme sont d'électricité. Une autre action libre rétablit la nature normale des dégâts.Quotidien ♦ électricité: action libre. Utilisez ce pouvoir après avoir effectué une attaque à distance avec cette arme. Que l'attaque touche ou rate, effectuez une attaque de base à distance avec cette arme conte une seconde cible située dans un rayon de 10 cases et dans la ligne d'effet de la première. Tous les dégâts infligés par cette attaque secondaire sont d'électricité.;Arme à distance uniquement.;Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par points de bonus d'altération;"";Arme;Arbalètes, Arcs, Frondes, Lames légères, Lances, Marteaux;"";13, 18, 23, 28
Arme lancinante;Chaque coup porté avec cette arme érode l'armure et la détermination de l'adversaire.;jets d'attaque et jets de dégâts;Chaque fois que vous touchez avec cette arme au corps à corps, votre cible subit un malus cumulatif de -1 à la CA. Un jet de sauvegarde réussi suffit à annuler le malus accumulé, mais la cible peut en subir un nouveau si vous la touchez encore avec cette arme.;"";"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par points de bonus d'altération;"";Arme;Armes d'hast, Bâtons, Fléaux, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";13, 18, 23, 28
Arme légendaire;Les légendes se trament lorsque les héros réalisent des prouesses incroyables et cette arme leur donne plus d'une occasion de le faire.;jets d'attaque et jets de dégâts;"";Quotidien: action libre. Utilisez ce pouvoir lorsque vous réussissez un coup critique. Effectuez une action simple.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par points de bonus d'altération;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";25, 30
Arme leste;Plus fine que la plupart des armes de son type, celle-ci se glisse entre les plaques des armures et les défenses magiques.;jets d'attaque et jets de dégâts;"";Rencontre: action libre. Utilisez ce pouvoir lorsque vous touchez un ennemi avec cette arme. Vous bénéficiez d'un bonus de pouvoir de +1 à votre prochaine attaque avec cette arme contre cette cible.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par points de bonus d'altération;"";Arme;Armes d'hast, Bâtons, Fléaux, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";2, 7, 12, 17, 22, 27
Arme magique;L'enchantement de base des armes magiques;jets d'attaque et jets de dégâts;"";"";"";Manuel des Joueurs 1;uncommon;+1d6 dégâts par points de bonus d'altération;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";1, 6, 11, 16, 21, 26
Arme masquée;Cette arme naturellement invisible se dévoile lorsqu'elle atteint sa cible.;jets d'attaque et jets de dégâts;Cette arme est invisible aux yeux de tous, à l'exception de son porteur. Vous jouissez d'un avantage de combat pour les attaques de corps à corps effectuées avec cette arme jusqu'à ce que vous touchiez une cible. Après quoi l'arme devient visible pour tout le monde. Une arme masquée redevient visible après avoir été rengainée le temps d'un repos court (5 minutes).;"";"";Le Comptoir de l'Aventure 1;uncommon;+1dX dégâts par points de bonus d'altération;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";8, 13, 18, 23, 28
Arme meurtrière;L'efficacité meurtrière.;jets d'attaque et jets de dégâts;"";"";"";Le Comptoir de l'Aventure 2;common;+1d8 dégâts par point de bonus d'altération, et vous pouvez choisir de relancer tout ou partie de vos dés de dégâts critiques (sachant que vous devez forcément conserver le résultat du second jet).;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";2, 7, 12, 17, 22, 27
Arme mutilante;Cette arme déchire la chair de l'ennemi, créant de véritables hémorragies.;jets d'attaque et jets de dégâts;Lorsqu'une attaque avec cette arme inflige des dégâts sans type continus., la cible subit au jet de sauvegarde un malus égal au bonus d'altération de l'arme.;Quotidien: action libre. Utilisez ce pouvoir lorsque vous touchez avec cette arme. La cible subit également 5 dégâts continus (sauvegarde annule).<br>Niveau 14 ou 19: 10 dégâts continus (sauvegarde annule).<br>Niveau 24 ou 29: 15 dégâts continus (sauvegarde annule).;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par points de bonus d'altération;"";Arme;Arbalètes, Arcs, Haches, Lames légères, Lames lourdes, Lances;"";4, 9, 14, 19, 24, 29
Arme nécrotique;Les blessures infligées par cette arme privent également la victime de sa vitalité.;jets d'attaque et jets de dégâts;"";À volonté ♦ nécrotique: action libre. La moitié des dégâts infligés par cette arme sont nécrotiques. Une autre action libre rétablit la nature normale des dégâts.Quotidien ♦ nécrotique: action libre. Utilisez ce pouvoir lorsque vous touchez avec cette arme. La cible acquiert une vulnérabilité nécrotique 10 jusqu'à la fin de votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 1;uncommon;+1d8 dégâts nécrotiques par point de bonus d'altération;"";Arme;Haches, Lames légères, Lames lourdes;"";13, 18, 23, 28
Arme opiniâtre;C'était vraiment ce que vous cherchiez à faire♦;jets d'attaque et jets de dégâts;"";Rencontre: action libre.Déclencheur: vous attaquez un ennemi avec cette arme et ratez.Effet: vous effectuez une attaque de base à distance contre un ennemi différent situé dans un rayon de 5 cases du premier.;"";Le Comptoir de l'Aventure 2;uncommon;+1d6 dégâts par point de bonus d'altération;"";Arme;Arbalètes, Arcs, Frondes;"";2, 7, 12, 17, 22, 27
Arme opportuniste;L’ennemi qui tourne le dos au porteur de cette arme ne tarde pas à le regretter.;jets d'attaque et jets de dégâts;"";Quotidien: réaction immédiate. Utilisez ce pouvoir lorsqu'un ennemi provoque une attaque d'opportunité. Effectuez une attaque d'opportunité supplémentaire contre la créature en question.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération, + 1d12 dégât par point de bonus d'altération pour les attaques d'opportunités.;"";Arme;Armes d'hast, Bâtons, Fléaux, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";4, 9, 14, 19, 24, 29
Arme paralysante;Cette arbalète est émaillée de motifs stylisés de serpents venimeux. Les carreaux qu'elle décoche dégoulinent de poison.;jets d'attaque et jets de dégâts;"";Quotidien ♦ poison: action libre. Utilisez ce pouvoir lorsque vous touchez avec cette arme. La cible est immobilisée et affaiblie jusqu'à la fin de votre tour de jeu suivant.;Arme à distance et de jet uniquement.;Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;"";Arme;Arbalètes, Arcs, Frondes, Lames légères, Lances, Marteaux;"";13, 18, 23, 28
Arme perforante;La pointe de cette lance s'allonge pour s'enfoncer dans la chair de l'ennemi et laisse derrière elle une plaie suintante.;jets d'attaque et jets de dégâts;"";Quotidien: action libre. Utilisez ce pouvoir lorsque vous touchez avec cette arme. La cible subit des dégâts continus égaux à votre modificateur de dextérité + le bonus d'altération de l'arme (sauvegarde annule).;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;"";Arme;Lances;"";7, 12, 17, 22, 27
Arme persévérante;Lorsque vous lancez cette arme, elle continue à s'en prendre à votre adversaire avant de revenir entre vos mains.;jets d'attaque et jets de dégâts;Augmentez la portée normale et la portée longue de l'objet d'un nombre égal à votre modificateur de Force ou de Dextérité.;Quotidien: action libre. Utilisez ce pouvoir après avoir manqué une attaque à distance avec cette arme. L'arme ne revient pas vers vous à ce tour de jeu. Au début du tour de jeu suivant de la cible, effectuez contre cette dernière une attaque de base à distance avec l'arme. Après cette attaque, l'arme retourne automatiquement dans vos mains.;Arme de jet uniquement.;Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;"";Arme;Lames légères, Lances, Marteaux;"";8, 13, 18, 23, 28
Arme piégeuse;Une flèche tirée avec cette arme empêche votre ennemi de se promener.;jets d'attaque et jets de dégâts;"";"";"";Le Comptoir de l'Aventure 2;common;+1d6 dégâts par point de bonus d'altération, ou la cible est maîtrisée jusqu'à la fin de votre tour de jeu suivant.;"";Arme;Arbalètes, Arcs;"";2, 7, 12, 17, 22, 27
Arme prédatrice;Cette arme incite silencieusement son porteur à traquer une nouvelle proie, alors même qu'il n'a pas achevé son adversaire du moment.;jets d'attaque et jets de dégâts;"";Rencontre: action libre. Utilisez ce pouvoir lorsque vous touchez avec cette arme. Vous marquez une cible située dans un rayon de 5 cases. Cette marque persiste jusqu'à la fin de votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération, ou 1d12 dégâts par point de bonus d'altération si vous avez marqué la cible.;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";13, 18, 23, 28
Arme psychokinétique;D'une simple pensée, vous faites jaillir cette arme de vos mains vers un ennemi distant.;jets d'attaque et jets de dégâts;"";Rencontre ♦ accentuable : action simple. Effectuez une attaque de base à distance en utilisant cette arme, même si elle n'a pas la propriété arme de jet légère ou arme de jet lourde. L'arme revient dans votre mains après l'attaque.Accentuation 2 : l'attaque inflige 1 [A] dégâts supplémentaires.;Arme de corps à corps;Manuel des Joueurs 3;uncommon;+1d8 dégâts par point de bonus d'altération;"";Arme;Armes d'hast, Bâtons, Fléaux, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";2, 7, 12, 17, 22, 27
Arme radiante.;Cette arme est animée d'une énergie radieuse.;jets d'attaque et jets de dégâts;Lorsque cette arme est utilisé pour infliger des dégâts radiants, ajoutez aux jets de dégâts un bonus d'objet égal à son bonus d'altération.;À volonté ♦ radiant: action libre. Tous les dégâts infligés par cette arme sont radiants. Une autre action libre rétablit la nature normale des dégâts.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts radiants par point de bonus d'altération;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";15, 20, 25, 30
Arme radieuse;Chargée de lumière, cette arme traverse les armures pour pénétrer les chairs.;jets d'attaque et jets de dégâts;Cette arme produit une lumière vive sur un rayon de 5 cases, à moins qu'elle ne soit recouverte ou rangée dans son fourreau.;À volonté ♦ radiant: action libre. Tous les dégâts infligés par cette arme sont radiants. Une autre action libre rétablit la nature normale des dégâts.Rencontre ♦ radiant: action libre. Utilisez ce pouvoir lorsque vous effectuez une attaque visant la CA. L'attaque vise alors les Réflexes. Tous les dégâts infligés sont radiants.;"";Le Comptoir de l'Aventure 1;uncommon;+1d10 dégâts radiants par point de bonus d'altération;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";25, 30
Arme rapide;Vous pouvez vous servir de cette arme pour attaquer avec une vitesse surnaturelle.;jets d'attaque et jets de dégâts;"";Quotidien: action libre. Utilisez ce pouvoir lorsque vous touchez avec cette arme. Effectuez une attaque de base de corps à corps avec cette arme contre la cible de votre choix.;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";3, 8, 13, 18, 23, 28
Arme repticide;Les créatures reptiliennes ont de bonnes raisons de craindre cette arme.;jets d'attaque et jets de dégâts;"";Quotidien: action libre. Utilisez ce pouvoir lorsque vous touchez avec cette arme. L'attaque inflige 1d4 dégâts supplémentaires. Si la cible s'accompagne du mot-clé reptile, ces dégâts supplémentaires sont en fait de 1d12.<br>Niveau 13 ou 18: 2d4 dégâts supplémentaires (2d12 si la cible s'accompagne du mot-clé reptile).<br>Niveau 23 ou 28: 3d4 dégâts supplémentaires (3d12 si la cible s'accompagne du mot-clé reptile).;"";Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération, ou +1d12 dégâts par point de bonus d'altération contre les reptiles.;"";Arme;Arbalètes, Arcs, Armes d'hast, Bâtons, Fléaux, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";3, 8, 13, 18, 23, 28
Arme ricochet;Lorsque vous lancez une pierre avec cette fronde, elle rebondit sur la cible pour en frapper une autre;jets d'attaque et jets de dégâts;"";Quotidien: action libre. Utilisez ce pouvoir lorsque vous effectuez une attaque à distance avec cette arme.Une fois l'attaque résolue, effectuez une attaque de base à distance avec la même arme contre une seconde cible située dans un rayon de 2 cases de la première (considérer l'espace de la première cible comme l'origine de l'attaque pour ce qui est de déterminer l'abri).;"";Le Comptoir de l'Aventure 1;uncommon;Aucun;"";Arme;Frondes;"";11, 16, 21, 26
