"Titre";"Catégorie de talents";"Aptitude";"Aptitude raciale";"Talent";"Pouvoir";"Autre prérequis";"Compétences";"Classe";"Race";"Avantage";"Stats";"Source";"Errata"
"Dracogramme de la sentinelle";"Héroïque";;;;;;;;;"Lorsque d'un ennemi provoque une attaque d'opportunité de votre part, vous pouvez décaler de 1 case au prix d'une action libre avant ou après cette attaque d'opportunité.Vous pouvez maîtriser et exécuter les rituels Cercle magique (cf.MdJ301), Oeil d'avertissement(cf.MdJ308) et œil du tocsin (cf.MdJ309) comme si vous aviez le talent Lanceur de rituels.";;"Eberron";"Aucun"
"Dracogramme de la Tempête";"Héroïque";;;;;;;;;"Lorsque vous touchez un ennemi avec un pouvoir d'électricité ou de tonnerre, vous pouvez le faire glissez de 1 case.";;"Eberron";"Aucun"
"Dracogramme dela Garde";"Héroïque";;;;;;;;;"Vous bénéficiez d'un +1 en VD lorsque vous volez.";;"Eberron";"Aucun"
"Dracogramme du Dressage";"Héroïque";;;;;;;;;"Vous pouvez utilisez le pouvoir de monture comme si vous aviez le talent Combat monté. Lorsque vous montez une bête naturelle, la monture bénéficie d'un bonus que de talent de +2 en VD et d'un bonus de talent de +1 à la CA.Si vous avez un compagnon bestial, ce dernier bénéficie d'un bonus de talent de +2 en VD et d'un bous de talent de +1 à la CA.Vous pouvez maîtrisez et exécutez les rituels Convocation de destrier (cf. page 116) et Messager animal (cf.MdJ307) comme si vous aviez le talent lanceur de rituels.";;"Eberron";"Aucun"
"Dracogramme du Passage";"Héroïque";;;;;;;;;"Lorsqu'un de vos pouvoirs vous permet de vous décaler, vous pouvez vous décaler de 1 cases supplémentaire.Lorsqu'un de vos pouvoirs vous permet de vous téléporter, vous pouvez vous téléporter de 1 case supplémentaires.Vous pouvez maîtrisez et exécutez les rituels de la catégorie voyage comme si vous aviez le talent lanceur de rituels. Par ailleurs, vous pouvez maîtrisez et exécuter les rituels Convocation de destrier (cf.page 116), Destrier fantôme (cf.MdJ304), marche sur l'onde (cf.MdJ 307), Oreintation(cf.page 118), Passe-muraille (cf.MdJ310) et vaisseau amélioré (cf.page 119) comme si vous aviez le talent Lanceur de rituels.";;"Eberron";"Aucun"
"Druide des ténèbres";"Héroïque";"Métamorphose animale";;;;;;"Druide";"Drow";"Quand vous êtes sous forme animale, vous bénéficiez d'un bonus de +2 aux jets de dégâts contre les ennemis qui vous confèrent un avantage de combat.";;"Force de la Nature";"Aucun"
"Duo synchronisé";"Héroïque";"Maîtrise des bêtes";;;;;;"Rôdeur";"Féral griffe-effilée, Féral longue-dent";"Votre compagnon bestial profite aussi de votre pouvoir racial sauvagerie longue-dent  ou sauvagerie griffe-effilée.";;"Art de la Guerre 2";"Aucun"
"Dureté naine";"Parangonique";;;;;;;;"Nain";"Augmentez le nombre de vos récupérations de 2 et votre valeur de récupération à hauteur de votre modificateur de Constitution";;"Manuel des Joueurs 1";"Aucun"
"Écho du tonnerre";"Héroïque";;;;;;;;;"Quand vous utilisez un pouvoir d’attaque ayant le mot-clé tonnerre et que vous touchez, vous bénéficiez d’un +1 à vos jets de dégâts jusqu’à la fin de votre tour de jeu suivant. Au niveau 11, ce bonus passe à +2, au niveau 21, il passe à +3.";;"Manuel des Joueurs 2";"Aucun"
"Écho élémentaire";"Héroïque";;;;;;;"Ensorceleur, Façonneur, Mage d’armes, Magicien, Sorcier";;"Lorsque vous utilisez le pouvoir racial de genasi associé à votre manifestation élémentaire, vous bénéficiez d'un bonus de +1 à vos jets d'attaque et de +2 à vos jets de dégâts pour vos pouvoirs arcaniques jusqu'à la fin de votre tour de jeu suivant. Le bonus aux jets de dégâts passe à +4 au niveau 11 et à +6 au niveau 21.";;"Secret des Arcanes";"Aucun"
"Échos de l'alliance";"Héroïque";"Alliance divine";;;;;;"Invocateur";;"Chaque fois que vous utilisez un pouvoir d'attaque de rencontre ou quotidien pendant votre tour, vous bénéficiez d'un bonus de talent de +1 à votre prochain jet d'attaque avec un pouvoir à volonté ayant le mot-clé divin d'ici la fin de votre tour de jeu suivant.";;"Manuel des Joueurs 2";"Aucun"
"Échos fantomatiques";"Héroïque";;;;;;;"Magicien";;"Lorsque vous utilisez un pouvoir arcanique d’illusion et touchez une cible, vous bénéficiez de l’avantage de combat contre la cible jusqu’à la fin de votre tour de jeu suivant. Si le pouvoir d’illusion a un effet qu’un jet de sauvegarde peut annuler, vous bénéficiez dans ce cas de l’avantage de combat contre la cible jusqu’à ce qu’elle réussisse sont je sauvegarde contre cet effet.";"Cha 13";"Secret des Arcanes";"Aucun"
"Éclipse de guérison";"Héroïque";;;;;;;"Invocateur, Paladin, Prêtre, Prêtre des runes, Vengeur";"Éladrin";"Lorsque vous utilisez votre pouvoir éclipse féerique, un allié adjacent à votre espace de départ ou d'arrivée gagne un nombre de points de vie temporaires égal à votre modificateur d'Intelligence et peut se décaler d'une case au prix d'une action libre.";;"Intervention Divine";"Aucun"
"Éclipse féerique de l'esprit";"Héroïque";;;;;;;"Shaman";"Éladrin";"Lorsque vous utilisez votre pouvoir racial éclipse féerique, vous pouvez téléporter votre compagnon spirituel d'un nombre de cases égal à la distance dont vous vous êtes téléporté.";;"Force de la Nature";"Aucun"
"Éclipse féerique sauvage";"Héroïque";;;;;;;"Barbare, Druide, Gardien, Limier, Shaman";"Éladrin";"La première fois que vous êtes en péril au cours d'une rencontre, vous pouvez utiliser votre pouvoir racial éclipse féerique au prix d'une réaction immédiate, même si vous l'avez déjà utilisé au cours de cette rencontre.";;"Force de la Nature";"Aucun"
"Écran du mage d'armes amélioré";"Héroïque";"Écran du mage d'armes";;;;;;"Mage d’armes";;"Lorsque vous portez une armure d'étoffe, de cuir ou lorsque vous ne portez pas d'armure, le bonus à la CA de votre aptitude de classe de mage d'armes écran du mage d'arme est augmenté de 1.";"Dex 13";"Secret des Arcanes";"Aucun"
"Écrasement invalidant";"Héroïque";;;;;;;"Gardien";;"Lorsque vous immobilisez ou ralentissez un ennemi avec une attaque d'arme utilisant un marteau ou une masse, celui-ci subit des dégâts supplémentaires égaux à votre modificateur de Constitution.";;"Force de la Nature";"Aucun"
"Effacement d'allié";"Parangonique";;;;;;;;"Gnome";"Votre pouvoir racial effacement est une explosion 5 au lieu d'être un pouvoir personnel et a pour cible vous ou un de vos allié pris dans l'explosion. La cible est invisible jusqu'à ce qu'elle porte une attaque ou jusqu'à la fin de son tour de jeu suivant.";;"Manuel des Joueurs 2";"Aucun"
"Effacement de troupe";"Parangonique";;;;;;;"Maître de guerre";"Gnome";"Lorsqu'un allié qui vous est adjacent subit des dégâts, vous pouvez utilisez votre pouvoir racial effacement au prix d'une réaction immédiate pour appliquer ses effets à vous et à l'allié en question.";;"Art de la Guerre 2";"Aucun"
"Efforts redoublés";"Héroïque";;;;;;;"Guerrier, Maître de guerre, Rôdeur, Voleur";;"Lorsque vous utilisez votre second souffle, vous pouvez renoncer au bonus à toutes les défenses pour bénéficier d’un bonus de +2 aux jets d’attaques jusqu’à la fin de votre tour de jeu suivant.";;"Art de la Guerre 2";"Aucun"
"Égide hasardeuse";"Héroïque";"Égide du mage d'armes";;;;;;"Mage d’armes";"Humain";"Lorsque vous utilisez l'effet d'action immédiate de votre égide de mage d'armes contre une cible que vous avez marquée, cette cible bénéficie de l'avantage de combat contre vous jusqu'à la fin de votre tour de jeu suivant et vous bénéficiez d'un bonus de +2 à vos jets d'attaque et de dégâts contre la cible jusqu'à la fin de votre tour de jeu suivant.";;"Secret des Arcanes";"Aucun"
"Élan d'hast";"Héroïque";;;;;;;"Guerrier";;"Lorsque vous attaquez avec une arme d'hast ou une lance pour pousser ou faire glisser une cible de 2 cases ou plus, vous pouvez également la mettre à terre à la fin du déplacement forcé.";"Dex 15, Sag 15";"Art de la Guerre 1";"Aucun"
"Elève en magie d'épée";"Héroïque";;;;;;;"Mage d’armes";;"Vous possédez un grimoire dans lequel vous consignez vos sorts de mage d'armes.Lorsque vous prenez ce talent, choisissez un second pouvoir quotidien de mage d'arme pour chaque niveau auquel vous en connaissez déjà un, et ajoutez ces pouvoirs à votre grimoire. Après un repos prolongé, vous pouvez préparer un nombre de sorts quotidiens dépendants de ce que vous êtes en mesure de lancer chaque jour à votre niveau, sachant que vous ne pouvez pas préparer deux fois le même sort.Lorsque vous apprenez un nouveau niveau de pouvoir d'attaque quotidien de mage d'arme, ajoutez deux sorts d'attaque quotidiens distinct de mage d'armes de ce niveau à votre pouvoir.Si vous échangez un pouvoir d'attaque quotidien de mage d'armes, vous ne remplacez qu'un seul de vos deux choix de ce niveau Si vous le remplacez par un pouvoir issu d'une autre classe (par le multiclassage) ou par un pouvoir d'attaque quotidien de mage d'arme de niveau supérieur, vous remplacez vos deux choix de sorts par le ou les nouveaux pouvoirs.";;"Royaume Oubliés";"Aucun"
"Embuscade démoralisante";"Parangonique";"Attaque sournoise";;;;;;"Voleur";;"Chaque fois que vous êtes censé infliger des dégâts d'attaque sournoise, vous pouvez renoncer à un dé de ces dégâts pour accompagner votre attaque du mot-clé désarçonnant (cf. page 81).";;"Art de la Guerre 2";"Aucun"
"Embuscade infaillible";"Parangonique";"Frappe de la mante";;;;;;"Voleur";;"Au premier round de combat, lorsque vous attaquez une créature qui n'a pas encore agi, vous pouvez effectuer deux jets d'attaque et garder le résultat de votre choix.";;"Art de la Guerre 2";"Aucun"
"Emissaire divin";"Parangonique";;;;;;;"Invocateur";;"Quand vous utilisez un pouvoir de conduit divin, vous pouvez réussir un coup critique sur un jet de 18-20 avec le prochain pouvoir d'attaque ayant le mot-clé divin que vous utiliserez avant la fin de votre tour de jeu suivant.";;"Manuel des Joueurs 2";"Aucun"
"Empathie animale";"Héroïque";;;;;;"Formation Nature";;;"Vous bénéficiez d'un bonus de talent de +2 aux tests de Nature. De plus, lorsque vous devez effectuer un test d'Intuition contre un animal naturel, vous pouvez effectuer un test de Nature à la place.";;"Force de la Nature";"Aucun"
"Empressement fortuit";"Parangonique";"Manteau de clarté";;;;;;"Flamboyant";;"Chaque fois qu'un allié situé dans le rayon de votre manteau de clarté réussit un jet de sauvegarde, il peut se décaler 1 case au prix d'une action libre.";;"Manuel des Joueurs 3";"Aucun"
"Empressement martial";"Héroïque";;;;;;;"Guerrier, Maître de guerre, Rôdeur, Voleur";;"Lorsque vous prenez ce talent, choisissez, un pouvoir d’attaque à volonté martiale de votre niveau ou moins et de votre classe. Après un repos prolongé, vous pouvez l’échanger contre un pouvoir d’attaque à volonté martiale que vous connaissez du même niveau. Vous pouvez procéder à l’échange inverse après un nouveau repos prolongé.";;"Art de la Guerre 2";"Aucun"
"Enchantement captivant";"Héroïque";;;;;;;;;"Quand vous touchez un ennemi avec un pouvoir de charme, il subit un malus de -2 aux jets d'attaque contre vous jusqu'au début de votre tour de jeu suivant.";;"Manuel des Joueurs 3";"Aucun"
"Energie du désespoir";"Parangonique";;;;;;;"Psion";;"Si vous utilisez votre second souffle quand vous êtes en péril, vous pouvez dépenser la récupération pour regagner 2 points de pouvoir au lieu des points de vie.";;"Manuel des Joueurs 3";"Aucun"
"Engagement du protecteur";"Héroïque";;;;;;;"Paladin";;"Lorsque vous ou votre cible êtes adjacents à un allié en péril, vous bénéficiez d’un bonus de +1 aux jets d’attaques.";"Cha 15";"Intervention Divine";"Aucun"
"Enjambée elfique";"Héroïque";;;;;;;"Guerrier";"Elfe";"Lorsque vous vous déplacez, la première case de votre déplacement ne provoque pas d'attaques d'opportunités de la part des ennemis que vous avez marqués.";;"Art de la Guerre 2";"Aucun"
"Ennemi draconique";"Héroïque";;;;;;;;"Drakéide";"Vous bénéficiez d'un bonus de +1 aux jets d'attaque contre les dragons. Lorsque vous êtes en péril, ce bonus passe à +2.En outre, lorsque vous obtenez un coup critique contre un dragon au moyen d'une attaque de proximité ou de corps à corps, vous gagnez un nombre de points de vie temporaires égal au niveau du dragon.";;"Royaume Oubliés";"Aucun"
"Enracinement soudain";"Héroïque";;;;;;;"Gardien";;"Dès que vous touchez un ennemi avec une attaque d'opportunité, cet ennemi est ralenti jusqu'à la fin de son tour.";;"Manuel des Joueurs 2";"Aucun"
"Entaille profonde";"Héroïque";;;;;;;"Guerrier";;"Lorsque vous infligez des dégâts continus sans types à une cible dans le cadre d'une attaque utilisant une hache ou un pic, la cible subit un -2 aux jets de sauvegarde contre les dégâts continus en question.";"Con 15";"Art de la Guerre 1";"Aucun"
"Entraînement en mêlée";"Héroïque";;;;;;;;;"Choisissez un caractéristique autre que la Force. Quand vous faites une attaque de base en mêlée avec une arme au maniement de laquelle vous êtes formé, vous pouvez choisir la caractéristique sélectionnée au lieu de la Force pour le jet d’attaque. De plus, vous utilisez la moitié du modificateur de cette caractéristique, au lieu du modificateur de Force, pour le jet de dégâts.";;"Manuel des Joueurs 2";"01/2013"
"Entraînement martial de Talante";"Héroïque";;;;;"originaire des plaines de Talante";;;"Halfelin";"Vous êtes formé au maniement du boomerang talantais, de la sharrash talantaise et du tangat talantais. Vous bénéficiez d'un bonus de talent de +2 aux jet de dégâts avec ces armes.";;"Eberron";"Aucun"
"Entraînement martial du Xen'drik";"Héroïque";;;;;;;;"Drow";"Vous êtes formé au maniement du boomerang xen'driket du coutelas drow. Vous bénéficiez d'un bonus de talent de +2 aux jet de dégâts avec ces armes.";;"Eberron";"Aucun"
"Entraînement martial gnome";"Héroïque";;;;;;;"Guerrier, Maître de guerre, Rôdeur, Voleur";"Gnome";"Vous êtes formé au maniement des marteaux et pics simples et de guerre. Vous bénéficiez d'un bonus de talents de +2 aux jets de dégâts avec ces armes. Ces bonus passe à +3 au niveau 11 et à +4 au niveau 21.";;"Art de la Guerre 2";"Aucun"
"Entraînement martial nain";"Héroïque";;;;;;;;"Nain";"Vous êtes formés au maniement des haches et des marteaux. Vous bénéficiez d’un bonus de +2 aux jets de dégâts avec ces armes.";;"Manuel des Joueurs 1";"Aucun"
"Entrée en lice";"Héroïque";"Frappe de la mante";;;;;;"Voleur";;"Durant le round de surprise et le premier round d'une rencontre, vous bénéficiez d'un +1 à la VD et aux jets d'attaque de corps-à-corps.";;"Art de la Guerre 1";"Aucun"
"Envoûtement du sang de Io";"Héroïque";"Envoûtement";;;;;;"Sorcier";"Drakéide";"Lorsque vous êtes en péril, vous ajoutez 1+ votre modificateur de Force aux dégâts infligés par votre envoûtement.";;"Secret des Arcanes";"Aucun"
"Envoûtement intrépide";"Héroïque";"Envoûtement";;;;;;"Sorcier";"Humain";"Vous bénéficiez d'un bonus de +1 à vos jets d'attaque contre les créatures affectées par votre envoûtement et les créatures affectées pas votre envoûtement bénéficient d'un bonus de +1 à leurs jets d'attaques contre vous.";;"Secret des Arcanes";"Aucun"
"Envoûtement vengeur";"Héroïque";"Envoûtement";;;;;;"Sorcier";"Tieffelin";"Lorsqu'un ennemi vous touchez vous pouvez utiliser votre envoûtement en réaction immédiate contre cet ennemi, même si ce n'est pas l'ennemi le plus proche de vous.";;"Secret des Arcanes";"Aucun"
"Envoûteur gnome";"Héroïque";;;;;;;"Magicien";"Gnome";"Lorsque vous utilisez un pouvoir arcanique d’illusion, vous bénéficiez d'un bonus de talent de +1 à vos jets d'attaque et de dégâts. Ce bonus passe à +2 au niveau 15 et à +3 au niveau 25.";;"Secret des Arcanes";"Aucun"
"Épée longue subtile";"Héroïque";;;;;;;"Voleur";"Éladrin";"Vous pouvez attaquez avec une épée longue pour infligez des dégâts d'attaque sournoise et pour utiliser des pouvoirs de voleurs exigeant normalement une lame légère (vous ne pouvez néanmoins toujours pas lancer d'épée longue). Vous réduisez les dégâts d'attaque sournoise d'un dé lorsque vous attaquez avec une épée longue.";;"Art de la Guerre 1";"Aucun"
